"COU","Country","WASTE","Waste category","WST_OPER","Waste management operations","UNIT","Unit of measure","YEA","Year","Value","Flag Codes","Flags"
"KOR","Korea","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2018","2018",1.474,,
"KOR","Korea","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2019","2019",1.5,,
"KOR","Korea","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2020","2020",1.513,,
"KOR","Korea","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2021","2021",1.529,,
"KOR","Korea","EE6","Total waste","GEN","Waste generated","TH_T","Thousand tonnes","2010","2010",530.181,,
"KOR","Korea","EE6","Total waste","GEN","Waste generated","TH_T","Thousand tonnes","2011","2011",563.947,,
"KOR","Korea","EE6","Total waste","GEN","Waste generated","TH_T","Thousand tonnes","2012","2012",598.89,,
"KOR","Korea","EE6","Total waste","GEN","Waste generated","TH_T","Thousand tonnes","2013","2013",634.162,,
"KOR","Korea","EE6","Total waste","GEN","Waste generated","TH_T","Thousand tonnes","2014","2014",668.374,,
"KOR","Korea","EE6","Total waste","GEN","Waste generated","TH_T","Thousand tonnes","2015","2015",701.018,,
"KOR","Korea","EE6","Total waste","GEN","Waste generated","TH_T","Thousand tonnes","2016","2016",731.986,,
"KOR","Korea","EE6","Total waste","GEN","Waste generated","TH_T","Thousand tonnes","2017","2017",762.556,,
"KOR","Korea","EE6","Total waste","GEN","Waste generated","TH_T","Thousand tonnes","2018","2018",790.775,,
"KOR","Korea","EE6","Total waste","GEN","Waste generated","TH_T","Thousand tonnes","2019","2019",817.98,,
"KOR","Korea","EE6","Total waste","GEN","Waste generated","TH_T","Thousand tonnes","2020","2020",843.938,,
"KOR","Korea","EE6","Total waste","GEN","Waste generated","TH_T","Thousand tonnes","2021","2021",869.2,,
"KOR","Korea","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2005","2005",596,,
"KOR","Korea","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2010","2010",641,,
"KOR","Korea","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2011","2011",634,,
"KOR","Korea","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2012","2012",593,,
"KOR","Korea","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2013","2013",595,,
"KOR","Korea","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2014","2014",839,,
"KOR","Korea","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2015","2015",806,,
"KOR","Korea","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2016","2016",833,,
"KOR","Korea","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2017","2017",898,,
"KOR","Korea","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2018","2018",991,,
"KOR","Korea","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",1049,,
"KOR","Korea","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",1189,,
"KOR","Korea","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2021","2021",1263,,
"KOR","Korea","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2005","2005",80,,
"KOR","Korea","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2010","2010",133,,
"KOR","Korea","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2011","2011",126,,
"KOR","Korea","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2012","2012",141,,
"KOR","Korea","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2013","2013",159,,
"KOR","Korea","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2014","2014",200,,
"KOR","Korea","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2015","2015",214,,
"KOR","Korea","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2016","2016",270,,
"KOR","Korea","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2017","2017",292,,
"KOR","Korea","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2018","2018",323,,
"KOR","Korea","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",335,,
"KOR","Korea","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",398,,
"KOR","Korea","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2021","2021",430,,
"KOR","Korea","EE_TEE","Temperature exchange equipment","GEN","Waste generated","TH_T","Thousand tonnes","2010","2010",106.25,,
"KOR","Korea","EE_TEE","Temperature exchange equipment","GEN","Waste generated","TH_T","Thousand tonnes","2011","2011",114.336,,
"KOR","Korea","EE_TEE","Temperature exchange equipment","GEN","Waste generated","TH_T","Thousand tonnes","2012","2012",122.724,,
"KOR","Korea","EE_TEE","Temperature exchange equipment","GEN","Waste generated","TH_T","Thousand tonnes","2013","2013",131.223,,
"KOR","Korea","EE_TEE","Temperature exchange equipment","GEN","Waste generated","TH_T","Thousand tonnes","2014","2014",139.678,,
"KOR","Korea","EE_TEE","Temperature exchange equipment","GEN","Waste generated","TH_T","Thousand tonnes","2015","2015",148.141,,
"KOR","Korea","EE_TEE","Temperature exchange equipment","GEN","Waste generated","TH_T","Thousand tonnes","2016","2016",156.65,,
"KOR","Korea","EE_TEE","Temperature exchange equipment","GEN","Waste generated","TH_T","Thousand tonnes","2017","2017",165.142,,
"KOR","Korea","EE_TEE","Temperature exchange equipment","GEN","Waste generated","TH_T","Thousand tonnes","2018","2018",173.461,,
"KOR","Korea","EE_TEE","Temperature exchange equipment","GEN","Waste generated","TH_T","Thousand tonnes","2019","2019",181.382,,
"KOR","Korea","EE_TEE","Temperature exchange equipment","GEN","Waste generated","TH_T","Thousand tonnes","2020","2020",188.91,,
"KOR","Korea","EE_TEE","Temperature exchange equipment","GEN","Waste generated","TH_T","Thousand tonnes","2021","2021",196,,
"KOR","Korea","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2010","2010",71.237,,
"KOR","Korea","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2011","2011",75.732,,
"KOR","Korea","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2012","2012",79.837,,
"KOR","Korea","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2013","2013",83.343,,
"KOR","Korea","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2014","2014",86.046,,
"KOR","Korea","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2015","2015",87.865,,
"KOR","Korea","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2016","2016",88.897,,
"KOR","Korea","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2017","2017",89.115,,
"KOR","Korea","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2018","2018",88.546,,
"KOR","Korea","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2019","2019",87.43,,
"KOR","Korea","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2020","2020",85.989,,
"KOR","Korea","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2021","2021",84.4,,
"KOR","Korea","EE_LMP","Lamps","GEN","Waste generated","TH_T","Thousand tonnes","2010","2010",8.16,,
"KOR","Korea","EE_LMP","Lamps","GEN","Waste generated","TH_T","Thousand tonnes","2011","2011",9.243,,
"KOR","Korea","EE_LMP","Lamps","GEN","Waste generated","TH_T","Thousand tonnes","2012","2012",10.343,,
"KOR","Korea","EE_LMP","Lamps","GEN","Waste generated","TH_T","Thousand tonnes","2013","2013",11.454,,
"KOR","Korea","EE_LMP","Lamps","GEN","Waste generated","TH_T","Thousand tonnes","2014","2014",12.574,,
"KOR","Korea","EE_LMP","Lamps","GEN","Waste generated","TH_T","Thousand tonnes","2015","2015",13.53,,
"KOR","Korea","EE_LMP","Lamps","GEN","Waste generated","TH_T","Thousand tonnes","2016","2016",14.22,,
"KOR","Korea","EE_LMP","Lamps","GEN","Waste generated","TH_T","Thousand tonnes","2017","2017",14.59,,
"KOR","Korea","EE_LMP","Lamps","GEN","Waste generated","TH_T","Thousand tonnes","2018","2018",14.727,,
"KOR","Korea","EE_LMP","Lamps","GEN","Waste generated","TH_T","Thousand tonnes","2019","2019",14.706,,
"KOR","Korea","EE_LMP","Lamps","GEN","Waste generated","TH_T","Thousand tonnes","2020","2020",14.569,,
"KOR","Korea","EE_LMP","Lamps","GEN","Waste generated","TH_T","Thousand tonnes","2021","2021",14.3,,
"KOR","Korea","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2010","2010",123.779,,
"KOR","Korea","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2011","2011",131.059,,
"KOR","Korea","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2012","2012",138.764,,
"KOR","Korea","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2013","2013",146.869,,
"KOR","Korea","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2014","2014",155.357,,
"KOR","Korea","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2015","2015",163.998,,
"KOR","Korea","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2016","2016",172.851,,
"KOR","Korea","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2017","2017",182.174,,
"KOR","Korea","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2018","2018",191.587,,
"KOR","Korea","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2019","2019",201.008,,
"KOR","Korea","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2020","2020",210.612,,
"KOR","Korea","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2021","2021",220.3,,
"KOR","Korea","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2010","2010",152.802,,
"KOR","Korea","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2011","2011",164.843,,
"KOR","Korea","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2012","2012",177.477,,
"KOR","Korea","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2013","2013",190.638,,
"KOR","Korea","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2014","2014",203.335,,
"KOR","Korea","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2015","2015",215.419,,
"KOR","Korea","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2016","2016",226.48,,
"KOR","Korea","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2017","2017",237.356,,
"KOR","Korea","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2018","2018",246.396,,
"KOR","Korea","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2019","2019",255.801,,
"KOR","Korea","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2020","2020",265.442,,
"KOR","Korea","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2021","2021",275.1,,
"KOR","Korea","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","TH_T","Thousand tonnes","2010","2010",67.953,,
"KOR","Korea","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","TH_T","Thousand tonnes","2011","2011",68.735,,
"KOR","Korea","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","TH_T","Thousand tonnes","2012","2012",69.744,,
"KOR","Korea","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","TH_T","Thousand tonnes","2013","2013",70.634,,
"KOR","Korea","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","TH_T","Thousand tonnes","2014","2014",71.384,,
"KOR","Korea","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","TH_T","Thousand tonnes","2015","2015",72.066,,
"KOR","Korea","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","TH_T","Thousand tonnes","2016","2016",72.888,,
"KOR","Korea","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","TH_T","Thousand tonnes","2017","2017",74.18,,
"KOR","Korea","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","TH_T","Thousand tonnes","2018","2018",76.06,,
"KOR","Korea","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","TH_T","Thousand tonnes","2019","2019",77.654,,
"KOR","Korea","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","TH_T","Thousand tonnes","2020","2020",78.415,,
"KOR","Korea","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","TH_T","Thousand tonnes","2021","2021",79.1,,
"LUX","Luxembourg","EE6","Total waste","GEN","Waste generated","KG_HAB","Kilograms per capita","2019","2019",14.168,,
"LUX","Luxembourg","EE6","Total waste","GEN","Waste generated","KG_HAB","Kilograms per capita","2020","2020",14.227,,
"LUX","Luxembourg","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2005","2005",16.537,,
"LUX","Luxembourg","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2006","2006",16.806,,
"LUX","Luxembourg","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2007","2007",26.255,,
"LUX","Luxembourg","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2008","2008",24.028,,
"LUX","Luxembourg","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2009","2009",26.65,,
"LUX","Luxembourg","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2010","2010",33.573,,
"LUX","Luxembourg","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2011","2011",32.85,,
"LUX","Luxembourg","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2012","2012",23.328,,
"LUX","Luxembourg","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2013","2013",21.676,,
"LUX","Luxembourg","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2014","2014",21.683,,
"LUX","Luxembourg","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2015","2015",20.662,,
"LUX","Luxembourg","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2016","2016",20.288,,
"LUX","Luxembourg","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2017","2017",21.377,,
"LUX","Luxembourg","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2018","2018",20.992,,
"LUX","Luxembourg","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",20.592,,
"LUX","Luxembourg","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",20.552,,
"LUX","Luxembourg","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2006","2006",8.141,,
"LUX","Luxembourg","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2007","2007",8.575,,
"LUX","Luxembourg","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2008","2008",8.683,,
"LUX","Luxembourg","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2009","2009",9.677,,
"LUX","Luxembourg","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2010","2010",9.514,,
"LUX","Luxembourg","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2011","2011",9.617,,
"LUX","Luxembourg","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2012","2012",9.436,,
"LUX","Luxembourg","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2013","2013",9.526,,
"LUX","Luxembourg","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2014","2014",9.919,,
"LUX","Luxembourg","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2015","2015",10.36,,
